"tx_id","tx_type","tx_date","material","drum_id","repro_id","tx_notes","created_at","updated_at","process_id","delivery_id","batch_code","order_id","direction"
159,"import","2022-04-12","N-Butanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
160,"import","2022-04-12","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
161,"import","2022-04-26","Cs2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
162,"import","2022-05-03","TMP",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
163,"import","2022-05-05","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
164,"import","2022-05-20","1,2 Dimethoxtethane ",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
165,"import","2022-05-30","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
166,"import","2022-05-30","Tetrachloroethylene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
167,"import","2022-06-01","1,2 Dimethoxyethane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
168,"import","2022-06-09","Acetic Acid ",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
169,"import","2022-06-14","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
170,"import","2022-06-20","2-Propanol ",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
171,"import","2022-06-22","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
172,"import","2022-06-22","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
173,"import","2022-06-24","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
174,"import","2022-07-12","Diethyl Ether",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
175,"import","2022-07-12","Dichloromethane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
176,"import","2022-07-15","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
177,"import","2022-07-20","Methyl Formate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
178,"import","2022-08-05","Chloroform",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
179,"import","2022-08-08","ISOHEXANE",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
180,"import","2022-08-08","1,2 Dimethoxyethane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
181,"import","2022-08-10","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
182,"import","2022-08-10","Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
183,"import","2022-08-15","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
184,"import","2022-08-18","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
185,"import","2022-08-24","n_Butanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
186,"import","2022-09-14","MEK",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
187,"import","2022-09-14","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
188,"import","2022-09-14","Dimethylsulphoxide",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
189,"import","2022-09-16","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
190,"import","2022-09-22","Octanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
191,"import","2022-09-16","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
192,"import","2022-10-03","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
193,"import","2022-10-03","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
194,"import","2022-10-13","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
195,"import","2022-10-21","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
196,"import","2022-11-03","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
197,"import","2022-11-03","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
198,"import","2022-11-09","cs2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
199,"import","2022-11-09","Tetrahydrofuran",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
200,"import","2022-11-11","Dichloromethane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
201,"import","2022-11-15","Dichlorobenzene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
202,"import","2022-11-22","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
203,"import","2022-11-22","Piperidine",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
204,"import","2022-11-22","Diethyl Ether",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
205,"import","2022-12-20","Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
206,"import","2022-12-20","Methyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
207,"import","2022-12-20","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
208,"import","2023-01-12","THF",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
209,"import","2023-01-13","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
210,"import","2023-01-16","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
211,"import","2023-01-16","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
212,"import","2023-01-16","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
213,"import","2023-01-18","Methyl Formate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
214,"import","2023-01-18","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
215,"import","2023-01-19","Toluene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
216,"import","2023-01-19","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
217,"import","2023-01-19","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
218,"import","2023-01-25","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
219,"import","2023-02-01","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
220,"import","2023-02-06","Chloroform",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
221,"import","2023-02-15","Hexane 99%",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
222,"import","2023-02-15","Heptane 99%",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
223,"import","2023-03-01","CS2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
224,"import","2023-03-03","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
225,"import","2023-03-03","Xylene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
226,"import","2023-03-06","DMF",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
227,"import","2023-03-09","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
228,"import","2023-03-28","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
229,"import","2023-03-29","Diethyl Ether",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
230,"import","2023-03-29","MEG",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
231,"import","2023-04-05","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
232,"import","2023-04-05","IPA",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
233,"import","2023-04-11","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
234,"import","2023-04-17","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
235,"import","2023-04-19","DMF",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
236,"import","2023-04-20","Ethyl Acetate ",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
237,"import","2023-04-20","Toluene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
238,"import","2023-05-02","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
239,"import","2023-05-09","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
240,"import","2023-05-09","Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
241,"import","2023-06-05","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
242,"import","2023-06-05","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
243,"import","2023-06-09","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
244,"import","2023-06-19","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
245,"import","2023-06-19","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
246,"import","2023-06-21","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
247,"import","2023-06-21","MIBK",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
248,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
249,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
250,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
251,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
252,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
253,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
254,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
255,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
256,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
257,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
258,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
259,"import","2023-07-11","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
260,"import","2023-07-12","TMP",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
261,"import","2023-07-14","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
262,"import","2023-07-18","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
263,"import","2023-07-18","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
264,"import","2023-07-17","MIBK",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
265,"import","2023-07-21","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
266,"import","2023-07-25","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
267,"import","2023-08-17","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
268,"import","2023-08-17","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
269,"import","2023-08-17","Toluene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
270,"import","2023-09-05","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
271,"import","2023-09-11","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
272,"import","2023-09-13","iso-Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
273,"import","2023-09-13","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
274,"import","2023-09-13","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
275,"import","2023-09-13","2-Pronanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
276,"import","2023-09-13","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
277,"import","2023-09-13"," 2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
278,"import","2023-09-13","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
279,"import","2023-09-13","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
280,"import","2023-09-13","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
281,"import","2023-09-20","NMP",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
282,"import","2023-09-26","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
283,"import","2023-10-02","Iso-Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
284,"import","2023-10-09","MEG",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
285,"import","2023-10-25","60-80 PS",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
286,"import","2023-10-25","Tetrahydrofuran",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
287,"import","2023-10-25","DMF",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
288,"import","2023-10-24","Diethyl Ether ",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
289,"import","2023-11-06"," Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
290,"import","2023-11-09","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
291,"import","2023-11-15","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
292,"import","2023-11-15","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
293,"import","2023-11-15","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
294,"import","2023-11-24","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
295,"import","2023-11-30","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
296,"import","2023-12-05","CS2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
297,"import","2023-12-05","CS2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
298,"import","2023-12-12","Dichloromethane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
299,"import","2023-12-12","Chloroform",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
300,"import","2023-12-19","Diethyl Ether",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
301,"import","2023-12-19","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
302,"import","2023-12-19","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
303,"import","2024-01-19","Heptane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
304,"import","2024-01-19"," Hexane 99",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
305,"import","2024-01-19","Toluene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
306,"import","2024-02-07","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
307,"import","2024-02-12","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
308,"import","2024-02-19","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
309,"import","2024-02-19","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
310,"import","2024-02-21","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
311,"import","2024-02-21","tert-Butanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
312,"import","2024-02-29","Butyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
313,"import","2024-02-29","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
314,"import","2024-02-29","Chloroform",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
315,"import","2024-03-05","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
316,"import","2024-03-11","Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
317,"import","2024-03-25","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
318,"import","2024-04-04","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
