"tx_id","tx_type","tx_date","material","drum_id","repro_id","tx_notes","created_at","updated_at","process_id","delivery_id","batch_code","order_id","direction"
319,"import","2024-04-06","Sulphuric Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
320,"import","2024-04-09","N-Butanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
321,"import","2024-04-18","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
322,"import","2024-04-18","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
323,"import","2024-05-09","1,2 DME",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
324,"import","2024-05-09","1,2 DME",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
325,"import","2024-05-09","1,2 DME",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
326,"import","2024-05-09","1,2 DME",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
327,"import","2024-05-14","Cs2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
328,"import","2024-05-14","Cs2",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
329,"import","2024-05-16","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
330,"import","2024-06-03","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
331,"import","2024-06-11","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
332,"import","2024-06-11","Tetrahydrofuran",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
333,"import","2024-06-18","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
334,"import","2024-07-02","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
335,"import","2024-07-08","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
336,"import","2024-07-09","Methyl CycloHexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
337,"import","2024-07-19","Acetone",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
338,"import","2024-07-19","Toluene",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
339,"import","2024-07-19","Ethyl Acetate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
340,"import","2024-07-26","2,2,4 TMP",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
341,"import","2024-07-29","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
342,"import","2024-08-05","Hexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
343,"import","2024-08-05","Acetic Acid",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
344,"import","2024-08-14","Diethyl Ether",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
345,"import","2024-08-15","MEK",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
346,"import","2024-08-21","2-Propanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
347,"import","2024-08-28","MTBE",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
348,"import","2024-08-28","Acetonitrile",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
349,"import","2024-09-10","Pentane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
350,"import","2024-09-16","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
351,"import","2024-10-02","DMSO",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
352,"import","2024-10-25","DCM",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
353,"import","2024-09-26","1,4 Dioxane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
354,"import","2024-10-02","Cyclohexane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
355,"import","2024-10-02","Heptane",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
356,"import","2024-10-15","Methanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
357,"import","2024-10-22","Ethanol",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
358,"import","2024-10-23","Methyl Formate",NULL,NULL,NULL,"2024-12-01 18:06:12.994304+00","2024-12-01 18:06:12.994304+00",NULL,1,NULL,NULL,"IN"
359,"import","2024-10-25","Chloroform",NULL,NULL,NULL,"2024-12-01 22:03:00.511038+00","2024-12-01 22:03:00.511038+00",NULL,1,NULL,NULL,"IN"
360,"import","2024-11-14","Ethanol",NULL,NULL,NULL,"2024-12-01 22:03:00.511038+00","2024-12-01 22:03:00.511038+00",NULL,1,NULL,NULL,"IN"
361,"import","2024-11-14","Butyl Acetate",NULL,NULL,NULL,"2024-12-01 22:03:00.511038+00","2024-12-01 22:03:00.511038+00",NULL,1,NULL,NULL,"IN"
362,"import","2024-11-14","Acetic Acid",NULL,NULL,NULL,"2024-12-01 22:03:00.511038+00","2024-12-01 22:03:00.511038+00",NULL,1,NULL,NULL,"IN"
